id,customer_id,amount,status,failure_reason
txn_1166,cust_165,4310.84,success,
txn_1167,cust_409,8421.19,success,
txn_1168,cust_358,7551.8,failed,suspected_fraud
txn_1169,cust_499,3697.29,success,
txn_1170,cust_380,1276.92,success,
txn_1171,cust_218,3147.68,success,
txn_1172,cust_157,7732.82,success,
txn_1173,cust_169,3836.93,success,
txn_1174,cust_189,4823.8,success,
txn_1175,cust_123,13437.74,success,
txn_1176,cust_283,2589.36,success,
txn_1177,cust_289,14691.61,success,
txn_1178,cust_340,14660.54,success,
txn_1179,cust_336,3645.96,success,
txn_1180,cust_157,3857.39,failed,network_timeout
txn_1181,cust_340,2301.48,failed,insufficient_balance
txn_1182,cust_313,502.24,success,
txn_1183,cust_442,637.2,success,
txn_1184,cust_349,2966.18,success,
txn_1185,cust_426,11020.31,success,
txn_1186,cust_135,2683.57,success,
txn_1187,cust_440,12301.29,success,
txn_1188,cust_294,720.71,success,
txn_1189,cust_440,8490.28,success,
txn_1190,cust_239,8994.94,success,
txn_1191,cust_418,9350.37,success,
txn_1192,cust_253,9075.49,success,
txn_1193,cust_333,12840.14,success,
txn_1194,cust_448,13490.77,success,
txn_1195,cust_110,12654.74,success,
txn_1196,cust_224,3661.23,success,
txn_1197,cust_478,4956.54,failed,invalid_card
txn_1198,cust_459,11728.89,failed,insufficient_balance
txn_1199,cust_318,12182.37,success,
txn_1200,cust_131,13244.05,success,
txn_1201,cust_101,6170.59,success,
txn_1202,cust_313,4074.88,success,
txn_1203,cust_199,11624.17,success,
txn_1204,cust_280,14312.67,success,
txn_1205,cust_264,1618.51,success,
txn_1206,cust_312,13078.89,success,
txn_1207,cust_329,12587.17,failed,network_timeout
txn_1208,cust_491,1215.61,success,
txn_1209,cust_410,4178.48,success,
txn_1210,cust_120,2324.53,failed,suspected_fraud
txn_1211,cust_349,10003.91,failed,network_timeout
txn_1212,cust_444,8845.96,success,
txn_1213,cust_180,6260.24,success,
txn_1214,cust_391,14871.12,success,
txn_1215,cust_442,1956.39,success,
txn_1216,cust_256,8184.65,success,
txn_1217,cust_353,11924.05,success,
txn_1218,cust_451,5126.84,failed,insufficient_balance
txn_1219,cust_378,9852.68,success,
txn_1220,cust_138,14370.3,success,
txn_1221,cust_334,5512.49,success,
txn_1222,cust_309,8195.94,success,
txn_1223,cust_486,5233.6,success,
txn_1224,cust_377,2629.03,failed,insufficient_balance
txn_1225,cust_362,4575.03,success,
txn_1226,cust_235,1197.73,failed,invalid_card
txn_1227,cust_436,7369.11,success,
txn_1228,cust_152,719.42,success,
txn_1229,cust_220,1485.25,success,
txn_1230,cust_416,843.36,failed,insufficient_balance
txn_1231,cust_500,1426.33,success,
txn_1232,cust_286,6062.82,success,
txn_1233,cust_123,14158.49,failed,suspected_fraud
txn_1234,cust_395,14607.19,success,
txn_1235,cust_109,12326.47,success,
txn_1236,cust_364,12799.63,failed,invalid_card
txn_1237,cust_189,12145.33,success,
txn_1238,cust_224,7055.55,success,
txn_1239,cust_206,2378.52,success,
txn_1240,cust_346,2943.43,failed,suspected_fraud
txn_1241,cust_298,2364.0,success,
txn_1242,cust_148,1920.75,failed,insufficient_balance
txn_1243,cust_113,9889.94,success,
txn_1244,cust_165,8958.24,success,
txn_1245,cust_121,3452.22,success,
txn_1246,cust_139,7284.19,failed,suspected_fraud
txn_1247,cust_143,7869.12,failed,suspected_fraud
txn_1248,cust_313,4870.47,success,
txn_1249,cust_192,6803.43,failed,invalid_card
txn_1250,cust_254,3064.57,success,
txn_1251,cust_433,13970.97,success,
txn_1252,cust_445,1799.53,success,
txn_1253,cust_182,13791.79,failed,suspected_fraud
txn_1254,cust_448,4157.82,success,
txn_1255,cust_308,6521.94,failed,network_timeout
txn_1256,cust_384,9135.78,failed,insufficient_balance
txn_1257,cust_348,14332.19,success,
txn_1258,cust_142,10556.35,success,
txn_1259,cust_167,13038.32,success,
txn_1260,cust_352,3001.96,success,
txn_1261,cust_374,2597.62,success,
txn_1262,cust_322,5346.63,success,
txn_1263,cust_134,4706.86,success,
txn_1264,cust_212,4583.68,success,
txn_1265,cust_328,2955.07,success,
txn_1266,cust_140,12133.85,failed,suspected_fraud
txn_1267,cust_489,9155.72,success,
txn_1268,cust_392,12954.08,success,
txn_1269,cust_308,13725.06,success,
txn_1270,cust_223,3524.67,success,
txn_1271,cust_496,3036.56,success,
txn_1272,cust_136,11833.8,success,
txn_1273,cust_296,4138.49,success,
txn_1274,cust_500,11462.09,success,
txn_1275,cust_108,1209.98,success,
txn_1276,cust_420,4994.53,success,
txn_1277,cust_283,14377.99,failed,insufficient_balance
txn_1278,cust_156,558.12,success,
txn_1279,cust_416,3745.97,failed,suspected_fraud
txn_1280,cust_260,11378.53,success,
txn_1281,cust_462,11757.91,failed,invalid_card
txn_1282,cust_369,1998.96,success,
txn_1283,cust_350,5823.88,success,
txn_1284,cust_271,4070.86,success,
txn_1285,cust_176,4048.95,success,
txn_1286,cust_220,11797.8,success,
txn_1287,cust_262,784.6,success,
txn_1288,cust_442,502.55,success,
txn_1289,cust_269,678.53,failed,invalid_card
txn_1290,cust_107,8638.74,success,
txn_1291,cust_158,3701.4,success,
txn_1292,cust_263,4398.7,failed,invalid_card
txn_1293,cust_178,7948.84,success,
txn_1294,cust_449,2493.1,success,
txn_1295,cust_152,11793.56,failed,insufficient_balance
txn_1296,cust_459,4860.77,success,
txn_1297,cust_328,2089.58,success,
txn_1298,cust_364,3212.98,failed,suspected_fraud
txn_1299,cust_349,2910.74,success,
txn_1300,cust_323,4314.13,success,
txn_1301,cust_327,4769.4,success,
txn_1302,cust_293,11829.28,success,
txn_1303,cust_267,10828.98,success,
txn_1304,cust_263,7283.25,success,
txn_1305,cust_426,2230.23,success,
txn_1306,cust_293,7863.69,success,
txn_1307,cust_145,10919.19,failed,invalid_card
txn_1308,cust_247,10686.16,success,
txn_1309,cust_176,5065.35,success,
txn_1310,cust_416,10649.12,success,
txn_1311,cust_358,13498.54,failed,invalid_card
txn_1312,cust_468,5916.47,success,
txn_1313,cust_158,10619.44,success,
txn_1314,cust_253,3307.62,failed,suspected_fraud
txn_1315,cust_452,5241.72,success,
txn_1316,cust_411,8019.02,success,
txn_1317,cust_486,2693.88,success,
txn_1318,cust_371,2452.13,success,
txn_1319,cust_416,10369.33,success,
txn_1320,cust_133,2938.12,success,
txn_1321,cust_268,14952.28,success,
txn_1322,cust_149,9808.95,success,
txn_1323,cust_132,10518.24,success,
txn_1324,cust_213,9911.23,success,
txn_1325,cust_258,2441.78,failed,insufficient_balance
txn_1326,cust_166,13288.14,success,
txn_1327,cust_311,10492.34,success,
txn_1328,cust_280,639.42,success,
txn_1329,cust_379,9977.92,success,
txn_1330,cust_342,2384.14,success,
txn_1331,cust_493,1100.93,failed,invalid_card
txn_1332,cust_331,7893.39,success,
txn_1333,cust_313,746.0,success,
txn_1334,cust_296,6249.84,success,
txn_1335,cust_431,6415.81,success,
txn_1336,cust_316,8858.61,success,
txn_1337,cust_212,12276.69,success,
txn_1338,cust_431,528.51,success,
txn_1339,cust_108,7813.52,success,
txn_1340,cust_357,4526.26,success,
txn_1341,cust_279,3727.69,success,
txn_1342,cust_345,2453.54,failed,invalid_card
txn_1343,cust_251,5313.09,success,
txn_1344,cust_465,11024.15,success,
txn_1345,cust_260,6727.21,failed,network_timeout
txn_1346,cust_112,9252.15,success,
txn_1347,cust_352,5405.75,failed,insufficient_balance
txn_1348,cust_227,6554.22,failed,network_timeout
txn_1349,cust_128,3102.35,success,
txn_1350,cust_339,9651.98,success,
txn_1351,cust_110,13052.24,success,
txn_1352,cust_237,1830.58,success,
txn_1353,cust_196,7860.34,success,
txn_1354,cust_309,14774.71,success,
txn_1355,cust_313,9859.19,failed,network_timeout
txn_1356,cust_343,13907.06,success,
txn_1357,cust_185,1168.43,success,
txn_1358,cust_252,13635.04,success,
txn_1359,cust_222,8363.08,success,
txn_1360,cust_311,2285.2,success,
txn_1361,cust_363,14728.94,success,
txn_1362,cust_438,10925.62,success,
txn_1363,cust_311,9340.27,success,
txn_1364,cust_383,5506.69,success,
txn_1365,cust_280,11155.95,success,
txn_1366,cust_252,4467.47,success,
txn_1367,cust_235,3612.0,success,
txn_1368,cust_391,10014.15,success,
txn_1369,cust_262,6033.44,success,
txn_1370,cust_221,14298.42,success,
txn_1371,cust_381,4406.31,success,
txn_1372,cust_172,2921.6,success,
txn_1373,cust_244,14143.75,success,
txn_1374,cust_255,11954.09,success,
txn_1375,cust_425,11859.16,success,
txn_1376,cust_134,13837.0,success,
txn_1377,cust_264,2930.0,success,
txn_1378,cust_182,8268.57,success,
txn_1379,cust_327,2796.53,failed,invalid_card
txn_1380,cust_475,5992.2,success,
txn_1381,cust_134,11500.87,success,
txn_1382,cust_419,2713.28,failed,insufficient_balance
txn_1383,cust_110,3327.33,success,
txn_1384,cust_496,6054.64,success,
txn_1385,cust_484,12529.64,success,
txn_1386,cust_116,13390.26,success,
txn_1387,cust_335,3355.57,failed,insufficient_balance
txn_1388,cust_126,7562.03,failed,invalid_card
txn_1389,cust_464,9139.3,failed,insufficient_balance
txn_1390,cust_169,10809.8,success,
txn_1391,cust_387,11232.78,success,
txn_1392,cust_500,9883.93,success,
txn_1393,cust_263,5345.39,success,
txn_1394,cust_357,9217.69,failed,suspected_fraud
txn_1395,cust_402,14732.33,failed,insufficient_balance
txn_1396,cust_328,2664.27,success,
txn_1397,cust_361,8697.9,success,
txn_1398,cust_257,7074.94,failed,network_timeout
txn_1399,cust_232,11962.91,success,
txn_1400,cust_108,10261.88,success,
txn_1401,cust_235,2593.29,success,
txn_1402,cust_258,7923.9,failed,network_timeout
txn_1403,cust_141,5769.98,success,
txn_1404,cust_466,8649.74,success,
txn_1405,cust_328,14673.01,success,
txn_1406,cust_266,12440.96,success,
txn_1407,cust_249,9997.82,success,
txn_1408,cust_235,14005.51,success,
txn_1409,cust_266,2192.4,success,
txn_1410,cust_326,668.59,success,
txn_1411,cust_105,12686.64,success,
txn_1412,cust_388,5595.71,success,
txn_1413,cust_497,4957.35,success,
txn_1414,cust_149,7454.13,success,
txn_1415,cust_423,14510.92,success,
txn_1416,cust_276,14867.96,success,
txn_1417,cust_435,8568.05,success,
txn_1418,cust_107,3721.64,success,
txn_1419,cust_489,6589.67,failed,insufficient_balance
txn_1420,cust_116,5518.34,success,
txn_1421,cust_470,11768.28,success,
txn_1422,cust_480,6751.45,success,
txn_1423,cust_104,8408.1,success,
txn_1424,cust_221,1489.83,success,
txn_1425,cust_201,4028.56,success,
txn_1426,cust_202,12649.35,success,
txn_1427,cust_489,10881.95,success,
txn_1428,cust_171,6367.31,success,
txn_1429,cust_325,721.74,success,
txn_1430,cust_113,7591.55,success,
txn_1431,cust_108,10092.77,success,
txn_1432,cust_201,12096.48,success,
txn_1433,cust_136,8477.5,success,
txn_1434,cust_336,866.78,success,
txn_1435,cust_462,4468.53,success,
txn_1436,cust_352,12199.89,success,
txn_1437,cust_224,3084.24,success,
txn_1438,cust_206,12343.14,failed,insufficient_balance
txn_1439,cust_240,4517.47,success,
txn_1440,cust_203,8685.11,success,
txn_1441,cust_235,3787.42,success,
txn_1442,cust_159,1087.87,success,
txn_1443,cust_294,1369.26,success,
txn_1444,cust_131,2238.86,success,
txn_1445,cust_213,594.03,failed,network_timeout
txn_1446,cust_119,9598.89,success,
txn_1447,cust_370,5950.07,success,
txn_1448,cust_232,8458.0,success,
txn_1449,cust_289,3900.6,success,
txn_1450,cust_141,1689.65,failed,suspected_fraud
txn_1451,cust_170,14788.3,success,
txn_1452,cust_226,1597.84,success,
txn_1453,cust_120,12923.89,failed,network_timeout
txn_1454,cust_262,696.05,success,
txn_1455,cust_183,14972.55,success,
txn_1456,cust_498,5174.53,success,
txn_1457,cust_102,3085.14,success,
txn_1458,cust_370,12227.7,success,
txn_1459,cust_172,4673.02,success,
txn_1460,cust_370,3063.97,failed,network_timeout
txn_1461,cust_213,1354.56,success,
txn_1462,cust_315,6602.44,success,
txn_1463,cust_120,12551.17,success,
txn_1464,cust_314,9407.35,success,
txn_1465,cust_404,6557.44,success,
txn_1466,cust_441,5187.91,success,
txn_1467,cust_405,5804.71,success,
txn_1468,cust_102,1091.0,success,
txn_1469,cust_183,12657.99,success,
txn_1470,cust_313,14773.27,success,
txn_1471,cust_241,11492.57,success,
txn_1472,cust_215,8710.97,success,
txn_1473,cust_275,6408.4,success,
txn_1474,cust_341,6132.84,failed,network_timeout
txn_1475,cust_276,6368.59,success,
txn_1476,cust_472,7703.18,success,
txn_1477,cust_489,13117.39,failed,network_timeout
txn_1478,cust_153,5698.79,success,
txn_1479,cust_480,13966.69,success,
txn_1480,cust_378,7935.45,failed,insufficient_balance
txn_1481,cust_153,14275.98,success,
txn_1482,cust_317,12363.49,success,
txn_1483,cust_402,10796.53,failed,suspected_fraud
txn_1484,cust_477,11237.88,success,
txn_1485,cust_323,711.47,success,
txn_1486,cust_382,4411.1,success,
txn_1487,cust_272,6748.48,success,
txn_1488,cust_341,2063.8,success,
txn_1489,cust_498,5952.71,success,
txn_1490,cust_481,13588.69,success,
txn_1491,cust_416,14766.93,success,
txn_1492,cust_254,4078.77,success,
txn_1493,cust_123,5008.82,success,
txn_1494,cust_334,9867.39,success,
txn_1495,cust_128,8415.26,success,
txn_1496,cust_495,9658.29,success,
txn_1497,cust_150,11379.59,success,
txn_1498,cust_494,3829.93,success,
txn_1499,cust_311,10807.87,success,
txn_1500,cust_402,7114.28,success,
txn_1501,cust_407,13058.28,success,
txn_1502,cust_204,13017.03,success,
txn_1503,cust_229,3138.29,success,
txn_1504,cust_381,4459.4,success,
txn_1505,cust_316,10791.69,success,
txn_1506,cust_417,8395.89,success,
txn_1507,cust_243,1465.36,failed,insufficient_balance
txn_1508,cust_340,5033.43,success,
txn_1509,cust_464,5281.58,success,
txn_1510,cust_493,710.68,success,
txn_1511,cust_423,1745.88,success,
txn_1512,cust_388,10949.93,success,
txn_1513,cust_457,859.4,failed,network_timeout
txn_1514,cust_278,12343.2,success,
txn_1515,cust_109,13603.43,success,
txn_1516,cust_396,7887.97,success,
txn_1517,cust_196,9017.83,failed,invalid_card
txn_1518,cust_132,1468.22,success,
txn_1519,cust_186,14279.91,success,
txn_1520,cust_268,12015.28,success,
txn_1521,cust_139,9742.15,success,
txn_1522,cust_269,14885.48,success,
txn_1523,cust_461,6358.21,success,
txn_1524,cust_170,1565.92,success,
txn_1525,cust_207,4164.06,success,
txn_1526,cust_446,2746.71,success,
txn_1527,cust_146,1074.12,success,
txn_1528,cust_204,12517.0,success,
txn_1529,cust_107,5052.55,success,
txn_1530,cust_173,5489.04,failed,insufficient_balance
txn_1531,cust_405,12620.04,success,
txn_1532,cust_213,879.39,success,
txn_1533,cust_289,8710.17,success,
txn_1534,cust_499,3962.31,success,
txn_1535,cust_392,12778.38,failed,invalid_card
txn_1536,cust_219,3150.87,success,
txn_1537,cust_409,4271.72,failed,insufficient_balance
txn_1538,cust_230,2964.97,success,
txn_1539,cust_284,4307.99,success,
txn_1540,cust_459,1567.59,success,
txn_1541,cust_406,12832.17,failed,suspected_fraud
txn_1542,cust_444,3399.46,success,
txn_1543,cust_311,2816.63,success,
txn_1544,cust_305,14577.13,success,
txn_1545,cust_498,9077.26,success,
txn_1546,cust_379,1064.28,success,
txn_1547,cust_305,13149.72,failed,suspected_fraud
txn_1548,cust_207,11012.18,success,
txn_1549,cust_428,10276.45,success,
txn_1550,cust_203,12073.49,failed,network_timeout
txn_1551,cust_463,5139.26,success,
txn_1552,cust_260,4476.46,success,
txn_1553,cust_198,4247.8,success,
txn_1554,cust_376,10823.22,success,
txn_1555,cust_207,3247.29,success,
txn_1556,cust_426,13330.35,success,
txn_1557,cust_251,10844.28,success,
txn_1558,cust_108,14858.93,success,
txn_1559,cust_235,7141.2,failed,insufficient_balance
txn_1560,cust_347,2902.42,success,
txn_1561,cust_319,14055.48,success,
txn_1562,cust_300,4417.57,success,
txn_1563,cust_474,2131.54,success,
txn_1564,cust_265,14172.21,success,
txn_1565,cust_123,14329.7,success,
txn_1566,cust_271,10739.9,success,
txn_1567,cust_160,6303.01,success,
txn_1568,cust_159,11770.87,success,
txn_1569,cust_370,5217.32,success,
txn_1570,cust_297,10920.84,success,
txn_1571,cust_183,4623.36,success,
txn_1572,cust_110,12055.88,success,
txn_1573,cust_160,9793.23,success,
txn_1574,cust_168,1571.45,failed,suspected_fraud
txn_1575,cust_114,14197.82,success,
txn_1576,cust_468,7294.76,success,
txn_1577,cust_180,12290.07,success,
txn_1578,cust_201,12512.55,failed,network_timeout
txn_1579,cust_481,4737.15,success,
txn_1580,cust_139,9306.51,failed,invalid_card
txn_1581,cust_179,2969.33,success,
txn_1582,cust_398,1635.65,success,
txn_1583,cust_111,7741.16,success,
txn_1584,cust_356,3171.31,success,
txn_1585,cust_205,7419.11,success,
txn_1586,cust_371,4125.81,failed,suspected_fraud
txn_1587,cust_179,10214.29,success,
txn_1588,cust_223,5952.99,success,
txn_1589,cust_324,3539.6,success,
txn_1590,cust_128,12431.76,failed,suspected_fraud
txn_1591,cust_413,9890.69,success,
txn_1592,cust_371,12449.19,success,
txn_1593,cust_174,8714.05,success,
txn_1594,cust_275,6611.11,success,
txn_1595,cust_354,705.84,success,
txn_1596,cust_357,11422.69,success,
txn_1597,cust_276,9067.86,success,
txn_1598,cust_338,9598.24,success,
txn_1599,cust_129,11065.93,success,
txn_1600,cust_220,9526.57,success,
txn_1601,cust_182,4915.85,success,
txn_1602,cust_215,3659.8,success,
txn_1603,cust_422,13989.18,success,
txn_1604,cust_140,12671.21,success,
txn_1605,cust_456,11820.6,success,
txn_1606,cust_102,6818.45,failed,insufficient_balance
txn_1607,cust_177,611.35,success,
txn_1608,cust_347,12968.36,success,
txn_1609,cust_105,7368.41,success,
txn_1610,cust_386,10635.93,failed,invalid_card
txn_1611,cust_296,1935.2,failed,suspected_fraud
txn_1612,cust_274,13619.91,success,
txn_1613,cust_395,12613.26,success,
txn_1614,cust_410,1985.41,failed,network_timeout
txn_1615,cust_426,4637.26,success,
txn_1616,cust_363,724.27,success,
txn_1617,cust_441,10594.09,success,
txn_1618,cust_255,3672.03,success,
txn_1619,cust_137,12294.22,success,
txn_1620,cust_277,4864.68,failed,invalid_card
txn_1621,cust_156,4363.06,success,
txn_1622,cust_164,13893.42,success,
txn_1623,cust_385,10597.05,success,
txn_1624,cust_158,13838.86,success,
txn_1625,cust_452,13634.61,success,
txn_1626,cust_220,11248.47,failed,network_timeout
txn_1627,cust_171,5151.0,success,
txn_1628,cust_358,11159.85,success,
txn_1629,cust_102,12454.77,success,
txn_1630,cust_300,9912.28,success,
txn_1631,cust_309,7599.44,success,
txn_1632,cust_323,7330.85,success,
txn_1633,cust_181,14442.52,success,
txn_1634,cust_209,8527.65,success,
txn_1635,cust_109,14903.46,success,
txn_1636,cust_375,1193.87,success,
txn_1637,cust_445,3092.12,failed,invalid_card
txn_1638,cust_196,7031.32,success,
txn_1639,cust_262,8974.54,success,
txn_1640,cust_231,7653.76,success,
txn_1641,cust_369,10673.21,success,
txn_1642,cust_307,3950.81,success,
txn_1643,cust_252,9664.0,success,
txn_1644,cust_152,3596.39,success,
txn_1645,cust_180,3866.86,success,
txn_1646,cust_167,2839.56,success,
txn_1647,cust_446,4728.41,success,
txn_1648,cust_248,787.13,failed,suspected_fraud
txn_1649,cust_356,1341.02,success,
txn_1650,cust_460,8365.61,failed,invalid_card
txn_1651,cust_302,4451.74,success,
txn_1652,cust_116,10242.98,success,
txn_1653,cust_394,3754.42,success,
txn_1654,cust_226,3843.77,success,
txn_1655,cust_100,1237.25,success,
txn_1656,cust_428,12268.9,success,
txn_1657,cust_177,7632.76,success,
txn_1658,cust_424,4496.71,success,
txn_1659,cust_287,8828.11,failed,network_timeout
txn_1660,cust_201,9280.64,success,
txn_1661,cust_318,2885.26,success,
txn_1662,cust_437,3195.16,success,
txn_1663,cust_479,6934.96,success,
txn_1664,cust_131,9372.6,success,
txn_1665,cust_456,2061.85,success,
txn_1666,cust_311,7858.23,success,
txn_1667,cust_249,3859.72,success,
txn_1668,cust_476,9107.46,success,
txn_1669,cust_280,7639.31,success,
txn_1670,cust_112,13635.74,success,
txn_1671,cust_275,11497.97,success,
txn_1672,cust_417,12859.51,success,
txn_1673,cust_309,1413.14,success,
txn_1674,cust_395,1501.86,success,
txn_1675,cust_330,11198.71,success,
txn_1676,cust_309,12562.34,success,
txn_1677,cust_216,2054.77,success,
txn_1678,cust_491,7735.89,success,
txn_1679,cust_244,5850.34,success,
txn_1680,cust_276,13721.95,success,
txn_1681,cust_397,11395.05,success,
txn_1682,cust_187,14029.45,success,
txn_1683,cust_127,5645.31,success,
txn_1684,cust_467,11637.77,failed,network_timeout
txn_1685,cust_104,11554.61,success,
txn_1686,cust_327,13920.95,success,
txn_1687,cust_388,9807.01,success,
txn_1688,cust_205,13589.41,success,
txn_1689,cust_306,8953.01,success,
txn_1690,cust_318,4311.39,success,
txn_1691,cust_267,7230.42,success,
txn_1692,cust_162,13142.17,success,
txn_1693,cust_108,2960.15,success,
txn_1694,cust_292,4516.18,success,
